Length,EffectiveLength,TPM,NumReads,Weight
"785","585.998","76.527245","1457.201225","9954"
"2436","2236.991","36.786650","2674.000000","9998"
"5076","4876.991","22.224420","3522.000000","9900"
"2861","2661.991","0.000000","0.000000","0"
"680","481.001","166.700516","2605.491217","9969"
"844","644.998","65.914035","1381.476117","9930"
"1212","1012.991","109.317054","3598.324671","-73"
"645","446.002","57.078426","827.210478","9963"
"3750","3550.991","16.197679","1869.000000","10000"
"607","408.004","2.489104","33.000000","9998"
"4087","3887.991","29.137576","3681.167877","9978"
"5549","5349.991","19.252880","3347.000000","10000"
"2928","2728.991","2.063679","183.000000","10000"
"1217","1017.991","1.226554","40.573032","9998"
"4561","4361.991","25.091243","3556.426968","9998"
"3768","3568.991","4.579110","531.047598","9993"
"2308","2108.991","0.500077","34.270364","9988"
"5343","5143.991","4.779755","798.937498","9991"
"1198","998.991","63.360864","2056.787879","9962"
"3861","3661.991","23.012234","2738.312453","9993"
"4097","3897.991","7.831842","992.000000","9985"
"556","357.005","0.000000","0.000000","0"
"1679","1479.991","2.578432","124.000000","10000"
"3418","3218.991","6.940806","726.000000","10000"
"2233","2033.991","16.968993","1121.532897","9986"
"1379","1179.991","0.521928","20.012264","9984"
"2286","2086.991","16.810373","1140.000000","10000"
"3023","2823.991","5.164511","473.913940","9995"
"2869","2669.991","269.699766","23399.000000","10000"
"5666","5466.991","0.440359","78.228049","9986"
"2247","2047.991","0.000000","0.000000","-40"
"8695","8495.991","13.116957","3621.213266","9998"
"1034","834.991","26.429793","717.104370","9970"
"8507","8307.991","4.275704","1154.278597","9993"
"2163","1963.991","31.732520","2025.120958","9993"
"4191","3991.991","5.380950","698.000000","10000"
"1802","1602.991","4.301008","224.031038","9993"
"1339","1139.991","8.889596","329.298926","9995"
"2172","1972.991","0.421145","27.000000","10000"
"1748","1548.991","383.999918","19328.000000","10000"
"662","463.001","1.661695","25.000000","10000"
"563","364.005","5.431113","64.239698","9962"
"1440","1229.991","17.818411","712.160310","9966"
"957","757.998","6.008784","147.999990","-20"
"515","316.007","159.323377","1635.998192","9981"
"936","736.998","54.200253","1298.000000","9991"
"3441","3241.991","20.152608","2123.000000","9998"
"1778","1578.991","183.398862","9409.860480","9902"
"523","324.007","8.358375","88.000000","9998"
"2484","2284.991","14.641576","1087.124381","9998"
"2764","2564.991","18.575230","1548.199723","9949"
"4025","3825.991","0.000000","0.000000","0"
"1480","1280.991","7.543566","314.000000","10000"
"2188","1988.991","1.980472","127.999528","9996"
"840","640.998","1.016786","21.178416","9988"
"2593","2393.991","14.256145","1109.000000","9998"
"1083","883.991","19.948027","573.000000","10000"
"2031","1831.991","117.363195","6986.540274","9940"
"1916","1716.991","69.502924","3877.733809","9940"
"1785","1585.991","134.783883","6946.172698","9960"
"7111","6911.991","7.025818","1578.000000","9995"
"7797","7597.991","1.903672","470.000000","9995"
"748","548.999","19.033586","339.546622","9995"
"2175","1975.991","20.044105","1287.000000","9989"
"560","361.005","37.679207","442.000000","9978"
"1144","944.991","55.399228","1701.132804","9993"
"2280","2080.991","5.338633","361.000000","9998"
"444","245.009","73.443567","584.713123","9998"
"1605","1405.991","48.413522","2211.852191","9998"
"4885","4685.991","11.415063","1738.147809","9998"
"1757","1557.991","15.044381","761.633688","9982"
"1135","935.991","76.586694","2329.334317","9981"
"3142","2942.991","0.037186","3.556083","-52"
"6104","5904.991","0.000000","0.000001","-84"
"4365","4165.991","32.293089","4371.544167","9894"
"521","322.007","7.199108","75.326966","9967"
"2227","2027.991","0.000000","0.000000","-13"
"1147","947.991","64.721462","1993.697946","9993"
"2646","2446.991","5.070817","403.196951","9993"
"2220","2020.991","6.478523","425.448796","9993"
"2142","1942.991","9.413859","594.354253","9993"
"1261","1061.991","10.807150","372.939909","9981"
"559","360.005","6.672879","78.060091","9988"
"1294","1094.991","22.630685","805.221019","9988"
"989","789.998","21.306724","546.952605","9991"
"2895","2695.991","3.526504","308.936875","9965"
"1616","1416.991","14.027243","645.871763","-27"
"1162","962.991","67.302207","2106.000000","9998"
"3406","3206.991","0.772811","80.533805","9998"
"3235","3035.991","11.893509","1173.322555","9986"
"886","686.998","2.418974","54.000000","9995"
"1792","1592.991","7.437732","385.000000","10000"
"1695","1495.991","85.225171","4142.893331","9998"
"1450","1250.991","27.293969","1109.501148","9979"
"2897","2697.991","38.176208","3346.880549","9961"
"1955","1755.991","32.902334","1877.396019","9995"
"2555","2355.991","4.440057","339.914034","9993"
"1722","1522.991","13.027068","644.689946","9995"
"2077","1877.991","0.000000","0.000000","-4"
"602","403.004","0.000000","0.000000","-4"
"1333","1133.991","4.260722","157.000000","10000"
"5772","5572.991","35.236555","6381.000000","9998"
"763","563.999","0.000000","0.000000","0"
"1248","1048.991","22.941835","782.000000","10000"
"4440","4240.991","1.986709","273.784257","9965"
"1475","1275.991","87.500956","3628.000000","10000"
"492","293.007","4164.032199","39646.000000","10000"
"661","462.001","24.802624","372.346469","9994"
"7568","7368.991","18.616806","4457.795745","9987"
"6489","6289.991","31.461429","6430.362122","9969"
"2834","2634.991","2.161442","185.067295","9979"
"1802","1602.991","9.486884","494.153161","9979"
"839","639.998","301.408920","6268.185417","9956"
"2819","2619.991","65.196779","5550.509755","9996"
"7569","7369.991","2.023989","484.710203","9996"
"664","465.001","214.951836","3247.893248","9995"
"689","490.001","85.101190","1355.000000","10000"
"327","128.014","72.566314","301.856296","9993"
"569","370.005","170.148205","2045.699512","9986"
"559","360.005","19.303860","225.818753","9991"
"2837","2637.991","15.920448","1364.694728","9998"
"1722","1522.991","1.157951","57.305272","9998"
"561","362.005","20.387719","239.822825","-18"
"2177","1977.991","0.514050","33.039750","-37"
"2438","2238.991","0.000000","0.000000","0"
"989","789.998","9.621969","247.000000","9990"
"6454","6254.991","7.886783","1603.000000","9998"
"6734","6534.991","7.367876","1564.567346","9993"
"2172","1972.991","96.479314","6185.377665","9986"
"1061","861.991","4.704109","131.761001","9988"
"651","452.002","49.485732","726.821151","9991"
"3903","3703.991","27.908284","3359.000000","9985"
"3171","2971.991","6.455781","623.452324","9969"
"1135","935.991","5.635517","171.400572","9972"
"6301","6101.991","10.182579","2019.000000","10000"
"457","258.007","4.591020","38.490052","9984"
"560","361.005","11.952144","140.205914","9968"
"6931","6731.991","0.000000","0.000000","-191"
"1753","1553.991","24.120811","1218.000000","10000"
"1848","1648.991","34.824626","1866.000000","10000"
"1505","1305.991","2.709885","115.000000","9998"
"1108","908.991","8.851567","261.448757","9989"
"831","631.998","14.918047","306.361929","9991"
"1652","1452.991","56.169908","2652.000000","10000"
"554","355.005","4.941207","57.000000","10000"
"3740","3540.991","0.041562","4.782178","-16"
"3824","3624.991","0.000000","0.000000","-4"
"4757","4557.991","33.891264","5019.589294","9976"
"1594","1394.991","5.382841","244.000000","10000"
"3061","2861.991","0.000000","0.000000","-15"
"1688","1488.991","186.199121","9009.000000","10000"
"742","542.999","105.642716","1864.000000","9998"
"6266","6066.991","6.977571","1375.575965","9995"
"3099","2899.991","4.983015","469.565053","9995"
"1533","1333.991","29.875143","1295.000000","10000"
"7165","6965.991","48.238411","10919.000000","9998"
"2156","1956.991","3.384655","215.233607","9986"
"1788","1588.991","0.000000","0.000000","-11"
"2363","2163.991","32.481325","2284.000000","9984"
"2188","1988.991","46.402004","2999.000000","9998"
"2000","1800.991","5.208596","304.816953","9960"
"2811","2611.991","2.106891","178.821916","9969"
"2020","1820.991","7.909174","468.000000","9981"
"1591","1391.991","4.896482","221.476388","9998"
"4800","4600.991","0.585419","87.523612","9998"
"3308","3108.991","4.454368","450.000000","9998"
"2455","2255.991","0.000000","0.000000","-5"
"976","776.998","12.674273","320.000000","10000"
"817","617.998","7.618987","153.000000","9995"
"1113","913.991","21.697715","644.410706","-15"
"712","513.000","343.740072","5730.000000","10000"
"2238","2038.991","41.430495","2745.000000","10000"
"1085","885.991","2.223022","64.000000","9997"
"3231","3031.991","8.040926","792.211029","9969"
"1565","1365.991","7.154719","317.575745","9972"
"6635","6435.991","2.554420","534.213226","9955"
"1754","1554.991","12.401438","626.623707","9998"
"557","358.005","5.361955","62.376293","9998"
"2172","1972.991","15.031400","963.676928","9984"
"8382","8182.991","2.045503","543.900207","9984"
"939","739.998","32.937267","792.000000","9993"
"2569","2369.991","28.508976","2195.509111","-12"
"862","662.998","0.000000","0.000000","0"
"1038","838.991","0.000000","0.000000","-2"
"5777","5577.991","37.847301","6859.930062","9997"
"577","378.005","0.000000","0.000000","-5"
"8118","7918.991","1.251351","322.000000","-45"
"1338","1138.991","9.353903","346.194383","9945"
"1337","1137.991","9.704439","358.852617","9993"
"774","574.998","0.000000","0.000000","-4"
"716","517.000","3329.934663","55941.402138","9928"
"825","625.998","2033.007985","41354.154947","9936"
"770","570.999","88.479259","1641.662551","9933"
"3803","3603.991","5.866325","687.000000","9998"
"552","353.005","43.763853","502.000000","9998"
"2458","2258.991","12.737676","935.000000","10000"
"3282","3082.991","0.979176","98.093426","-115"
"1106","906.991","7.086205","208.844720","9993"
"3854","3654.991","0.000000","0.000000","-9"
"4049","3849.991","1.542733","193.000000","10000"
"3198","2998.991","0.000000","0.000000","-9"
"1500","1300.991","38.368046","1622.000000","10000"
"797","597.998","0.000000","0.000000","-3"
"1725","1525.991","0.000000","0.000000","0"
"5979","5779.991","9.554790","1794.548823","9998"
"4768","4568.991","5.388451","800.002177","9995"
"1872","1672.991","3.536445","192.250494","9953"
"1795","1595.991","13.799066","715.627503","9971"
"490","291.007","4.735850","44.782536","9983"
"502","303.007","14.923851","146.940276","9977"
"5594","5394.991","0.000000","0.000000","-208"
"5383","5183.991","0.000000","0.000000","-202"
"7537","7337.991","1.705846","406.746644","9983"
"1767","1567.991","30.936285","1576.226494","9947"
"11711","11511.991","14.081921","5267.679159","9713"
"2341","2141.991","3.185950","221.749968","9998"
"563","364.005","2.736110","32.362954","-73"
"1208","1008.991","0.000000","0.000000","0"
"2051","1851.991","32.220482","1939.000000","9998"
"566","367.005","0.000205","0.002444","-73"
"3507","3307.991","25.624913","2754.442145","9972"
"5047","4847.991","19.640455","3094.000000","9998"
"3954","3754.991","0.260803","31.822020","9991"
"771","571.999","0.145219","2.699141","-4"
"5212","5012.991","7.372913","1201.000000","9998"
"5965","5765.991","4.724796","885.246065","9998"
"11540","11340.991","0.418104","154.078658","-2"
"14269","14069.991","1.992588","911.000000","10000"
"4558","4358.991","19.203305","2720.000000","9937"
"3272","3072.991","24.420861","2438.536171","9998"
"691","492.001","13.727463","219.463829","9998"
"1631","1431.991","0.377743","17.576976","9991"
"772","572.999","0.000000","0.000000","-5"
"11234","11034.991","43.017604","15425.000000","9993"
"4084","3884.991","3.152725","398.000000","9969"
"2179","1979.991","0.242531","15.604047","-114"
"4412","4212.991","0.805076","110.213389","9996"
"6718","6518.991","25.681486","5440.107554","9993"
"1417","1217.991","162.582342","6434.640959","9995"
"1530","1330.991","118.665899","5132.251487","9995"
"3796","3596.991","24.743882","2892.105514","9998"
"6899","6699.991","5.700207","1241.000000","9998"
"2590","2390.991","29.011424","2254.000000","10000"
"4262","4062.991","2.486063","328.219927","-29"
"753","553.999","605.412127","10898.513478","9975"
"1216","1016.991","6.077185","200.828981","9993"
"6628","6428.991","1.227996","256.535024","9985"
"2131","1931.991","7.199899","452.000000","10000"
"981","781.998","38.212598","971.000000","9961"
"3204","3004.991","0.010241","1.000000","10000"
"8090","7890.991","7.459363","1912.670924","9909"
"1734","1534.991","22.150250","1104.819581","9988"
"1436","1236.991","28.154279","1131.664816","9988"
"932","732.998","130.698095","3113.000000","9997"
"4476","4260.991","0.000000","0.000000","0"
"2293","2093.991","8.200729","558.000000","-77"
"563","364.005","25.278805","299.000000","9997"
"2690","2490.991","1.890220","153.000000","10000"
"2958","2758.991","30.462426","2731.000000","9995"
"6694","6494.991","1.746330","368.563138","9985"
"3567","3367.991","1.171423","128.201026","9988"
"1730","1530.991","3.457394","172.000000","9953"
"583","384.005","20.195610","252.000000","9996"
"2135","1935.991","8.711046","548.000000","10000"
"2327","2127.991","25.279281","1748.000000","9993"
"4641","4441.991","4.835827","698.000000","9998"
"4065","3865.991","8.037510","1009.692903","9986"
"4140","3940.991","1.186481","151.940309","9984"
"10650","10450.991","9.902901","3363.000000","9995"
"3932","3732.991","4.278618","519.000000","10000"
"4590","4390.991","32.524718","4640.695083","9717"
"435","236.009","157.036291","1204.304995","9969"
"933","733.998","64.929411","1548.614827","9939"
"401","202.011","6.117993","40.159750","9978"
"1646","1446.991","28.988326","1363.000000","9993"
"958","758.998","34.534324","851.723477","9975"
"822","622.998","13.062043","264.426439","9978"
"924","724.998","22.994329","541.707227","9978"
"3669","3469.991","17.803367","2007.416233","9993"
"2472","2272.991","13.497901","996.944266","9995"
"993","793.998","2.079018","53.639501","9995"
"4788","4588.991","0.473519","70.609295","9980"
"4257","4057.991","0.000445","0.058735","-48"
"5285","5085.991","29.604524","4892.610287","9998"
"2488","2288.991","9.336606","694.448499","9921"
"3399","3199.991","1.937401","201.453696","9939"
"624","425.003","147.210713","2033.005927","9979"
"2809","2609.991","20.363217","1727.000000","9981"
"8252","8052.991","19.926695","5214.341371","9998"
"6917","6717.991","4.359578","951.679657","9979"
"3719","3519.991","0.000000","0.000000","-8"
"1139","939.991","1.080397","33.000000","10000"
"4185","3970.991","11.795485","1522.024543","9995"
"548","349.005","4.433902","50.283452","9998"
"4006","3806.991","27.037748","3344.716548","9998"
"3736","3536.991","55.980936","6434.000000","10000"
"1526","1326.991","133.321668","5748.778705","9983"
"1682","1482.991","70.223901","3384.000000","9998"
"6111","5911.991","0.000000","0.000000","-4"
"6025","5825.991","3.385956","641.000000","10000"
"776","576.998","74.554658","1397.836597","9993"
"2968","2768.991","52.180366","4695.000000","9998"
"10514","10314.991","3.356335","1124.970503","9930"
"6278","6078.991","0.000000","0.000000","-7"
"5867","5667.991","0.080352","14.798942","-7"
"1462","1262.991","96.418179","3957.000000","9995"
"4192","3992.991","2.420050","314.000000","10000"
"581","382.005","36.816328","457.000000","9998"
"26202","26002.991","0.000000","0.000000","-46"
"5326","5126.991","3.131010","521.619677","9998"
"5701","5501.991","5.308103","949.000000","10000"
"1043","843.991","23.742697","651.140458","9991"
"2805","2605.991","6.908377","585.000000","10000"
"1471","1271.991","0.000000","0.000000","0"
"574","375.005","0.000000","0.000000","0"
"2457","2257.991","11.135069","817.000000","9980"
"1464","1264.991","83.431629","3429.454388","9984"
"2879","2679.991","0.000005","0.000421","-3"
"5777","5577.991","3.891686","705.379110","9998"
"598","399.004","6.623705","85.878709","9998"
"7470","7270.991","0.000000","0.000000","-2"
"2402","2202.991","9.679632","692.912668","9972"
"5922","5722.991","20.828414","3873.345402","9963"
"5622","5422.991","31.130555","5485.708253","-24"
"5482","5282.991","0.000000","0.000000","-16"
"2152","1952.991","1.503661","95.423859","9917"
"2333","2133.991","1.623339","112.566408","9998"
"1954","1754.991","76.875641","4384.000000","9998"
"3904","3704.991","4.302646","518.000000","10000"
"1617","1417.991","30.691624","1414.165456","9998"
"1694","1494.991","8.135410","395.207272","9976"
"7214","7014.991","0.157625","35.930139","9998"
"2535","2335.991","0.000000","0.000000","-10"
"3107","2907.991","1.770654","167.314586","9995"
"1850","1650.991","12.669459","679.688116","9982"
"2615","2415.991","25.835866","2028.267612","9962"
"1709","1509.991","63.261643","3104.000000","9986"
"880","680.998","50.836160","1124.930472","9928"
"7951","7751.991","5.679509","1430.642242","-21"
"556","357.005","0.000000","0.000000","0"
"3173","2973.991","35.785754","3458.252980","9998"
"5828","5628.991","5.702257","1043.000000","9986"
"4365","4165.991","16.886719","2285.970120","9988"
"2159","1959.991","52.882392","3368.000000","-297"
"2979","2779.991","1.306506","118.021621","9998"
"2429","2229.991","17.705545","1282.978379","9998"
"3419","3219.991","2.590047","271.000000","10000"
"4120","3920.991","0.000000","0.000000","-16"
"2789","2589.991","9.161133","771.000000","9976"
"456","257.008","0.000000","0.000000","0"
"3937","3737.991","5.477654","665.334112","9994"
"6236","6036.991","3.998698","784.415407","9989"
"485","286.007","113.930432","1058.823855","9991"
"1921","1721.991","22.375181","1252.000000","9993"
"393","194.011","0.000000","0.000000","-2"
"2568","2368.991","41.829776","3220.000000","9947"
"842","642.998","45.196957","944.334678","9995"
"5484","5284.991","457.097452","78498.256404","9995"
"795","595.998","77.009557","1491.408918","9993"
"1521","1321.991","33.341267","1432.245541","9988"
"1407","1207.991","0.000000","0.000000","0"
"838","638.998","0.243833","5.062895","9978"
"1731","1531.991","37.733014","1878.384959","9991"
"2067","1867.991","95.925472","5822.582265","9986"
"643","444.002","344.205193","4966.032777","9993"
"2749","2549.991","25.355984","2101.000000","9902"
"815","615.998","4.343246","86.936258","9998"
"5975","5775.991","1.270515","238.458735","9998"
"3489","3289.991","0.000000","0.000000","-3"
"942","742.998","25.804374","623.000000","9988"
"13880","13680.991","0.836794","372.000000","9998"
"552","353.005","0.000000","0.000000","-2"
"82404","82204.991","0.000000","0.000000","-33"
"752","552.999","4.723128","84.871382","9944"
"1403","1203.991","10.939908","428.000000","9995"
"2425","2225.991","4.889614","353.675435","9981"
"3772","3572.991","5.030069","584.000000","9979"
"2263","2063.991","0.000000","0.000000","-2"
"2116","1916.991","0.000000","0.000000","-3"
"1669","1469.991","7.180795","343.000000","9998"
"20347","20147.991","3.256480","2132.000000","9998"
"21054","20854.991","0.694170","470.416874","9995"
"20788","20588.991","2.269570","1518.398180","-5"
"6903","6703.991","0.546269","119.000000","9991"
"5223","5023.991","0.969130","158.211504","9981"
"4410","4210.991","0.000002","0.000246","-12"
"2692","2492.991","37.909860","3071.000000","9985"
"2822","2622.991","0.000000","0.000000","0"
"1441","1241.991","5.664743","228.615409","9977"
"4035","3835.991","10.321054","1286.496432","9975"
"1939","1739.991","15.990410","904.093833","9977"
"826","626.998","7.785544","158.621569","9997"
"1661","1461.991","4.988808","237.000000","9986"
"997","797.998","0.000000","0.000004","-22"
"4834","4624.991","23.208119","3487.849968","9965"
"2261","2061.991","243.813060","16336.185090","9943"
"567","368.005","30.229427","361.485515","9963"
"11521","11321.991","12.719126","4679.366296","9820"
"1441","1241.991","40.611931","1639.000000","9990"
"11809","11609.991","15.816707","5966.984870","9993"
"1736","1536.991","16.698899","834.000000","9995"
"3609","3409.991","9.282042","1028.498646","9915"
"6526","6326.991","89.258054","18350.656036","9989"
"2127","1927.991","30.533544","1912.886200","9993"
"2299","2099.991","553.512369","37770.408313","9928"
"950","750.998","91.353968","2229.324379","9985"
"478","279.007","195.261218","1770.265526","9992"
"3986","3786.991","4.523785","556.676874","9973"
"1021","821.991","0.710112","18.967104","9985"
"3027","2827.991","4.091692","376.000000","10000"
"1032","832.991","0.000000","0.000000","0"
"5125","4925.991","0.000000","0.000000","-3"
"4426","4226.991","0.000000","0.000000","-3"
"6194","5994.991","0.000000","0.000000","0"
"3728","3528.991","4.395143","504.000000","10000"
"4306","4087.991","2.371339","315.000000","9998"
"1495","1295.991","0.000000","0.000000","-7"
"737","537.999","13.548357","236.851107","9997"
"605","406.004","61.321319","809.000000","9995"
"1979","1779.991","17.773314","1028.000000","9825"
"2556","2356.991","11.159024","854.655436","9998"
"640","441.002","0.606433","8.690220","9995"
"1473","1273.991","86.889482","3597.000000","9953"
"2026","1826.991","10.861801","644.829855","9995"
"1370","1170.991","12.359480","470.284462","9967"
"813","613.998","12.415542","247.707937","9977"
"435","236.009","8.320003","63.805769","9938"
"1198","998.991","71.807921","2330.991922","9840"
"1689","1489.991","15.562158","753.460271","9795"
"3926","3726.991","0.924591","111.973366","-38"
"1629","1429.991","13.312519","618.586492","9853"
"2293","2093.991","17.429667","1185.962137","9990"
"6644","6444.991","1.971372","412.855374","9989"
"3659","3459.991","0.026683","3.000000","9995"
"3851","3651.991","2.106703","250.000000","10000"
"831","631.998","119.300774","2450.000000","9916"
"2046","1846.991","73.762875","4427.000000","10000"
"11461","11261.991","2.989088","1093.857815","9998"
"5772","5572.991","0.456847","82.730593","-2"
"5763","5563.991","3.104402","561.269407","-2"
"8100","7900.991","7.832917","2011.000000","10000"
"1676","1476.991","23.273861","1117.000000","9904"
"653","454.002","0.622374","9.181555","-7"
"752","552.999","3.803123","68.339528","9995"
"2373","2173.991","4.367082","308.500619","-43"
"11819","11619.991","10.686251","4034.949845","9941"
"2080","1880.991","16.197060","989.987726","9989"
"515","316.007","1045.127438","10731.799881","-9"
"381","182.011","24.182788","143.025060","9989"
"3188","2988.991","18.293704","1776.778112","9986"
"750","550.999","2.436051","43.615854","9987"
"1210","1010.991","19.664295","646.000000","9943"
"492","293.007","18.380307","175.000000","10000"
"6708","6508.991","0.690291","146.000000","10000"
"2298","2098.991","40.070258","2733.000000","9980"
"2039","1839.991","3.928153","234.861067","9975"
"1343","1143.991","8.551063","317.870035","9843"
"3747","3547.991","24.888931","2869.430451","-102"
"5499","5299.991","5.173633","891.000000","9988"
"433","234.010","178.196346","1355.000000","9991"
"8435","8235.991","0.000000","0.000000","-96"
"8025","7825.991","0.000000","0.000000","-73"
"1314","1114.991","6.098536","220.954988","9991"
"1853","1653.991","16.615424","893.000000","10000"
"605","406.004","198.744744","2622.000000","9997"
"711","512.000","6.203679","103.211094","9989"
"3112","2912.991","5581.572841","528326.840566","9980"
"425","226.010","834.887845","6131.432433","9971"
"495","296.007","1050.702863","10106.230411","9984"
"846","646.998","7.990965","168.000000","9992"
"2760","2560.991","0.000000","0.000000","-5"
"482","283.007","400.386378","3682.000000","9993"
"671","472.001","42.217790","647.507965","9994"
"1804","1604.991","18.954178","988.517715","9985"
"571","372.005","0.000000","0.000000","-83"
"464","265.007","20.732610","178.533072","9938"
"2371","2171.991","2.434128","171.794168","9901"
"2991","2791.991","52.621287","4774.000000","9995"
"3852","3652.991","0.000000","0.000000","-2"
"586","387.005","1.638336","20.602798","9984"
"1109","909.991","8.846274","261.579877","9970"
"842","642.998","30.490701","637.065588","9972"
"4079","3879.991","5.297622","667.911083","9974"
"3259","3059.991","26.314573","2616.516101","9976"
"3232","3032.991","0.000000","0.000000","-12"
"2738","2538.991","0.230296","19.000000","9991"
"6034","5834.991","4.037188","765.466295","9983"
"813","613.998","0.236366","4.715834","-14"
"804","604.998","6.770373","133.098700","9971"
"1430","1230.991","14.251685","570.069702","9901"
"1914","1714.991","10.620501","591.852842","9995"
"4721","4521.991","2.321232","341.079142","9980"
"747","547.999","7.581353","135.000000","9982"
"799","599.998","2.051648","40.000000","9998"
"2547","2347.991","11.512273","878.343591","9998"
"636","437.002","40.891078","580.656409","9998"
"2060","1860.991","28.725415","1737.070698","9989"
"2073","1873.991","10.498271","639.281586","9989"
"4618","4418.991","43.964863","6313.000000","9981"
"705","506.000","4.118359","67.714526","-34"
"1520","1320.991","6.499519","278.989576","-47"
"484","285.007","2.731412","25.295898","9987"
"2238","2038.991","16.194871","1073.000000","-5"
"4025","3825.991","4.934998","613.532933","9860"
"589","390.005","11.725048","148.590589","9928"
"552","353.005","19.514792","223.847421","9993"
"2579","2379.991","0.000000","0.000000","-28"
"2486","2286.991","8.748708","650.152579","9972"
"2868","2668.991","6.567346","569.565815","9976"
"1673","1473.991","21.754785","1041.973094","9981"
"565","366.005","120.850515","1437.284757","9992"
"2499","2299.991","60.550443","4525.331370","9962"
"823","623.998","30.893141","626.400910","9969"
"638","439.002","45.706068","652.000000","9959"
"1544","1344.991","30.595464","1337.159768","9963"
"3013","2813.991","2.515349","230.000000","9993"
"3615","3415.991","0.011762","1.305602","-8"
"3601","3401.991","1.410566","155.931422","-8"
"1412","1212.991","1.065577","42.000000","10000"
"3336","3136.991","11.281780","1150.000000","10000"
"1934","1734.991","67.192541","3788.132762","9998"
"560","361.005","20.459298","240.000000","9993"
"589","390.005","0.000000","0.000000","-5"
"499","300.007","0.000000","0.000000","-5"
"552","353.005","0.000000","0.000000","-10"
"4660","4460.991","2.718053","394.000000","9998"
"719","520.000","0.000000","0.000000","-2"
"1748","1548.991","29.264894","1473.000000","10000"
"2569","2369.991","0.000000","0.000000","-5"
"2161","1961.991","0.000000","0.000000","-5"
"6741","6541.991","4.309055","916.007300","9977"
"7260","7060.991","14.965681","3433.753344","9992"
"596","397.004","9.177058","118.387450","-27"
"9895","9695.991","0.669705","211.000000","9998"
"1760","1560.991","71.873850","3645.677078","9704"
"2089","1889.991","63.083368","3874.195376","9963"
"8668","8468.991","2.703549","743.999896","9946"
"831","631.998","20.524510","421.498100","9998"
"5355","5155.991","2.787732","467.057339","9973"
"1642","1442.991","42.242791","1980.720118","9930"
"3120","2920.991","0.000000","0.000000","-5"
"2337","2137.991","50.883459","3535.000000","9935"
"814","614.998","85.468665","1708.000000","9993"
"3486","3286.991","2.828668","302.125508","9960"
"377","178.012","76.571169","442.914994","9938"
"3882","3682.991","16.759807","2005.749126","9877"
"3826","3626.991","5.080548","598.775411","9995"
"1324","1124.991","45.364043","1658.317387","9995"
"1626","1426.991","0.278358","12.907202","9993"
"1888","1688.991","172.742949","9480.572508","9967"
"919","719.998","17.609980","412.000000","-5"
"766","566.999","0.000000","0.000000","-16"
"696","497.001","19.958170","322.317995","9996"
"3230","3030.991","16.551224","1630.127981","-27"
"626","427.003","7.279203","101.000000","9991"
"466","267.007","7.415101","64.334963","9998"
"3706","3506.991","4.054155","462.000000","10000"
"4034","3834.991","516.290377","64337.669622","9981"
"3298","3098.991","0.238333","24.000000","10000"
"863","663.998","1113.443749","24023.825534","9960"
"627","428.002","32.661785","454.248170","9995"
"1009","809.991","32.636694","859.000000","9944"
"1149","949.991","5.021175","155.000000","-7"
"1014","814.991","38.077168","1008.380095","-26"
"1048","848.991","9.939375","274.200971","9987"
"3525","3325.991","7.702749","832.479884","9963"
"677","478.001","18.155725","282.000000","9902"
"519","320.007","0.000000","0.000000","0"
"2180","1980.991","94.536115","6085.372481","9978"
"3313","3113.991","7.599798","769.000000","9959"
"2885","2685.991","18.752618","1636.716208","9985"
"3385","3185.991","2.647077","274.042570","9998"
"3281","3081.991","0.000000","0.000000","-9"
"713","514.000","12.405095","207.190717","9998"
"2203","2003.991","14.048433","914.809283","9998"
"4007","3807.991","8.730401","1080.281794","9981"
"794","594.998","30.855345","596.558742","9988"
"610","411.003","1.497537","20.000000","9972"
"570","371.005","7.796430","93.990133","9985"
"3709","3492.991","31.168569","3537.702179","9979"
"2775","2575.991","3.334959","279.152690","9989"
"857","657.998","8.996461","192.354970","9993"
"910","710.998","0.323251","7.468182","9993"
"734","534.999","0.988060","17.176848","9996"
"2009","1809.991","2.289181","134.636721","9904"
"807","607.998","17.918177","354.000000","9979"
"4836","4636.991","0.278744","42.000000","9991"
"3726","3526.991","0.000000","0.000001","-2"
"1024","824.991","12.724736","341.118138","9998"
"1490","1290.991","8.612090","361.275593","9996"
"528","329.007","0.000000","0.000000","-9"
"1600","1400.991","0.244771","11.142990","9973"
"1826","1626.991","1.961628","103.707127","9980"
"6994","6794.991","1.092095","241.132690","9998"
"878","678.998","8.197558","180.867310","9998"
"445","246.009","3.627774","29.000000","9996"
"1557","1357.991","68.686894","3030.942146","9971"
"609","410.003","104.257595","1389.000000","10000"
"3711","3511.991","0.000000","0.000000","-17"
"1835","1635.991","0.205164","10.906604","9983"
"3304","3104.991","0.860095","86.778824","9930"
"3461","3261.991","3.464480","367.221176","9994"
"538","339.005","39.577349","435.973652","9995"
"5558","5358.991","5.845036","1017.834581","9993"
"1576","1376.991","1.792222","80.191766","9995"
"2644","2444.991","8.382818","666.000000","9968"
"1875","1675.991","0.000000","0.000000","-7"
"2032","1832.991","1.141673","68.000000","-12"
"680","481.001","0.000000","0.000000","0"
"802","602.998","29.958145","587.000000","9982"
"4326","4126.991","28.403411","3809.000000","9941"
"1030","830.991","115.946318","3130.834365","-100"
"4128","3928.991","0.446464","57.000000","9988"
"6372","6172.991","61.259348","12287.823755","9466"
