Length,EffectiveLength,TPM,NumReads,Weight
"3408","3208.991","0.661719","69.000000","9998"
"896","696.998","0.000000","0.000000","0"
"1882","1682.991","0.822856","45.000000","10000"
"1933","1733.991","20.782757","1171.000000","9995"
"593","394.004","4.333466","55.480902","9995"
"1368","1168.991","0.000000","0.000000","-5"
"1040","840.991","13.261574","362.404197","-120"
"3467","3267.991","2.431852","258.240838","9854"
"913","713.998","7.620069","176.792151","9996"
"3015","2815.991","0.000000","0.000000","-37"
"1748","1548.991","111.774811","5626.000000","-2"
"627","428.002","163.989741","2280.709398","9998"
"1481","1281.991","0.161095","6.710778","9998"
"8064","7864.991","3.834607","980.000000","9998"
"4223","4023.991","6.416497","838.999986","9995"
"2255","2055.991","1.796194","120.000000","9998"
"4955","4755.991","6.962485","1076.000000","9958"
"1124","924.991","1.064647","32.000000","9998"
"1374","1174.991","14.180470","541.417163","9981"
"2614","2414.991","1.920749","150.727728","9969"
"1697","1497.991","13.350590","649.855109","9973"
"1871","1671.991","14.872039","808.000000","9979"
"451","252.009","15.020436","123.000000","9995"
"1731","1531.991","15.467767","770.000000","10000"
"5185","4985.991","1.598606","259.000000","9993"
"1776","1576.991","3.258970","167.000000","9998"
"2297","2097.991","20.692430","1410.658928","9979"
"2302","2102.991","16.582695","1133.181448","9977"
"2362","2162.991","0.898624","63.159624","9976"
"674","475.001","12.463340","192.369252","9998"
"5213","5013.991","7.884748","1284.630748","9998"
"1827","1627.991","14.517851","768.000000","9977"
"2181","1981.991","1.370894","88.290206","9998"
"493","294.007","11.797682","112.709794","9998"
"3044","2844.991","87.618777","8100.000000","9998"
"1466","1266.991","8.234160","339.000000","9992"
"5926","5726.991","6.446569","1199.670798","9995"
"1723","1523.991","2.443408","121.000000","10000"
"1235","1035.991","4.415061","148.627628","9967"
"1733","1533.991","22.727928","1132.894695","9975"
"1593","1393.991","21.663849","981.301527","9998"
"1489","1289.991","4.597108","192.698473","9998"
"5614","5414.991","0.000000","0.000000","-2"
"3212","3012.991","3.872698","379.156377","9958"
"3843","3643.991","0.000000","0.000000","-41"
"1652","1452.991","0.000000","0.000000","-5"
"3986","3786.991","2.269616","279.288793","9998"
"1382","1182.991","76.143778","2927.000000","9995"
"7671","7471.991","0.000000","0.000000","-7"
"1445","1245.991","0.000000","0.000000","-4"
"1485","1285.991","17.708710","740.000000","9995"
"1593","1393.991","1.342783","60.823659","9988"
"673","474.001","0.000000","0.000000","-2"
"1600","1400.991","242.288770","11030.000000","10000"
"826","626.998","118.251881","2409.247044","9980"
"5120","4920.991","5.084298","813.000000","9995"
"3543","3343.991","0.000000","0.000000","-16"
"3094","2894.991","9.801144","922.000000","10000"
"2960","2760.991","23.930960","2147.000000","9987"
"556","357.005","79.537116","922.680720","9996"
"1774","1574.991","172.263737","8816.147209","9984"
"577","378.005","4.559149","56.000000","9989"
"3140","2940.991","0.000000","0.000000","-9"
"7200","7000.991","0.417597","95.000000","9988"
"2233","2033.991","1.013722","67.000000","10000"
"966","766.998","116.319142","2899.028242","9998"
"865","665.998","146.294163","3165.971758","9998"
"4193","3993.991","18.269116","2371.000000","-7"
"1575","1375.991","14.895386","666.000000","10000"
"10832","10632.991","5.009965","1731.000000","9994"
"816","616.998","4.139875","83.000000","10000"
"2503","2303.991","23.033781","1724.459253","9933"
"4852","4652.991","0.473451","71.583649","9944"
"2564","2364.991","7.885627","606.000000","9998"
"1155","955.991","0.000000","0.000000","-9"
"1389","1189.991","31.033298","1199.992332","9941"
"4284","4084.991","7.285247","967.035306","9934"
"1963","1763.991","34.700500","1989.019319","9998"
"727","527.999","81.722681","1402.113062","9994"
"2375","2175.991","2.273379","160.744428","9998"
"3490","3290.991","67.269637","7193.706628","9945"
"7860","7660.991","58.604856","14589.000000","9973"
"2028","1828.991","4.796816","285.083127","9953"
"5191","4991.991","0.000000","0.000046","-131"
"415","216.010","385.930710","2708.881863","9998"
"11576","11376.991","2.619218","968.291162","-5"
"11574","11374.991","3.233821","1195.291834","-5"
"990","790.998","117.162463","3011.417004","9997"
"1074","874.991","8.782136","249.695420","9998"
"2404","2204.991","7.327305","524.998423","-27"
"3806","3606.991","21.073902","2470.000000","9998"
"2720","2520.991","1.269566","104.000000","9972"
"707","508.000","9.026418","149.000000","9963"
"1024","824.991","50.806712","1362.000000","9991"
"2336","2136.991","0.000000","0.000000","0"
"1169","969.991","5.203185","164.000000","10000"
"4480","4280.991","10.229482","1423.000000","10000"
"1942","1742.991","0.346269","19.611707","9993"
"6010","5810.991","2.151798","406.311147","9984"
"2235","2035.991","0.347652","23.000000","10000"
"3437","3237.991","19.711778","2073.998229","9987"
"3606","3406.991","19.847519","2197.273714","9929"
"7712","7512.991","5.233121","1277.557991","-82"
"3256","3056.991","19.821870","1969.000000","9955"
"3225","3025.991","12.544104","1233.429204","-78"
"8654","8454.991","2.730956","750.299778","9926"
"1735","1535.991","1.357108","67.734507","9975"
"1033","833.991","1.718672","46.575889","9996"
"972","772.998","0.000000","0.000000","-4"
"3936","3736.991","0.000000","0.000000","-6"
"2154","1954.991","52.687069","3347.000000","9998"
"2495","2295.991","7.372004","550.000000","9994"
"829","629.998","149.651732","3063.571628","9988"
"709","510.000","37.207640","616.608347","9991"
"1616","1416.991","14.877042","685.000000","9982"
"604","405.004","27.354976","360.000000","9986"
"3470","3270.991","158.356293","16831.453248","9894"
"6714","6514.991","0.938661","198.714567","-18"
"4559","4359.991","2.950419","418.000000","9997"
"952","752.998","1.839127","45.000000","9994"
"5442","5242.991","0.000000","0.000000","-4"
"3211","3011.991","1.103477","108.000000","9980"
"3193","2993.991","2.534338","246.559581","-18"
"3192","2992.991","3.765384","366.202762","-18"
"1342","1142.991","0.114097","4.237657","9988"
"1968","1768.991","0.000000","0.000000","-9"
"3094","2894.991","12.469351","1173.000000","9992"
"1775","1575.991","0.000000","0.000000","0"
"1885","1685.991","1.606277","88.000000","9974"
"2122","1922.991","13.186910","824.000000","9998"
"1575","1375.991","27.643270","1235.981249","9998"
"5002","4802.991","3.290628","513.567518","9998"
"940","740.998","161.023440","3877.155408","9988"
"2798","2598.991","0.876234","74.000000","10000"
"4712","4512.991","4.309686","632.000000","10000"
"5088","4888.991","17.480332","2777.000000","10000"
"2583","2383.991","14.173947","1098.000000","9998"
"7297","7097.991","2.298476","530.129945","9992"
"7194","6994.991","6.519526","1481.870055","9995"
"2163","1963.991","80.556613","5141.000000","10000"
"3022","2805.991","27.594176","2516.000000","10000"
"4338","4138.991","33.284073","4476.492827","9936"
"6976","6776.991","12.615032","2778.000000","9998"
"604","405.004","14.623130","192.444944","9998"
"3297","3097.991","8.926015","898.555056","9998"
"694","495.001","133.469065","2146.808928","9967"
"7080","6880.991","1.392413","311.333637","9986"
"4246","4046.991","17.739460","2332.811106","9988"
"2257","2057.991","0.103993","6.954339","9995"
"1427","1227.991","0.000000","0.000000","-5"
"2992","2792.991","117.931292","10703.000000","9998"
"1634","1434.991","13.582968","633.360178","9995"
"5627","5427.991","0.000000","0.000000","-4"
"3106","2906.991","14.809319","1398.896869","9998"
"1779","1579.991","70.277263","3608.081528","9986"
"1807","1607.991","1.173346","61.307906","9986"
"831","631.998","15.709261","322.610566","9991"
"1205","1005.991","40.577309","1326.429510","9993"
"527","328.007","132.278212","1409.865948","9839"
"2303","2103.991","2.954613","202.000000","9993"
"927","727.998","50.389378","1192.000000","9995"
"704","505.000","8.592521","141.000000","9986"
"4825","4625.991","3.950414","593.819415","9995"
"2871","2671.991","0.000000","0.000000","-5"
"1460","1260.991","1.537523","63.000000","10000"
"5436","5236.991","0.000000","0.000000","-15"
"777","577.998","11.074642","208.000000","-22"
"674","475.001","5.717059","88.241704","9998"
"2168","1968.991","0.817933","52.332123","9970"
"4238","4038.991","0.388589","51.000000","10000"
"919","719.998","0.000000","0.000000","-6"
"3153","2953.991","0.000000","0.000000","-21"
"2303","2103.991","20.594529","1408.000000","9998"
"804","604.998","2.034692","40.000000","10000"
"4390","4190.991","18.480552","2516.741589","9972"
"853","653.998","10.217537","217.134968","9989"
"876","676.998","22.228715","489.000000","9995"
"890","690.998","19.941622","447.759028","9980"
"2624","2424.991","5.736162","452.000000","9952"
"10560","10360.991","8.622610","2903.000000","9998"
"7023","6823.991","3.323702","737.000000","9938"
"2688","2488.991","25.296755","2045.950221","9931"
"1480","1280.991","13.033060","542.499488","9930"
"2880","2680.991","12.601547","1097.807424","9936"
"1067","867.991","1.772752","50.000000","9998"
"2855","2655.991","0.683626","59.000000","10000"
"8607","8407.991","1.445766","395.000000","10000"
"4954","4754.991","0.000000","0.000000","-2"
"1799","1599.991","27.175217","1412.854561","9993"
"1118","918.991","6.281727","187.584579","9995"
"549","350.005","8.382021","95.330153","9980"
"3986","3786.991","14.908197","1834.536497","9966"
"1402","1202.991","37.500907","1465.922507","9983"
"1532","1332.991","24.077335","1042.899621","9940"
"2493","2293.991","14.722601","1097.446008","9964"
"1879","1679.991","165.987891","9061.294822","9980"
"2160","1960.991","3.201457","204.000000","10000"
"807","607.998","3.644375","72.000000","9995"
"593","394.004","11.013136","141.000000","9995"
"2963","2763.991","10.717424","962.573618","-56"
"18445","18245.991","1.324083","785.035863","9995"
"1672","1472.991","7.725768","369.784455","9995"
"815","615.998","13.897572","278.179682","9997"
"2018","1818.991","24.284101","1435.355542","9987"
"1391","1191.991","26.187892","1014.332584","9996"
"2129","1929.991","30.500716","1912.811753","9995"
"1214","1014.991","0.000000","0.000000","-8"
"594","395.004","0.000000","0.000000","-4"
"491","292.007","0.000233","0.002212","-2"
"4480","4280.991","6.258829","870.651460","9993"
"4812","4612.991","4.354840","652.772378","9995"
"5392","5192.991","3.730171","629.438479","9998"
"1641","1441.991","46.908058","2197.945355","9998"
"4053","3853.991","7.234091","905.944553","9986"
"1387","1187.991","43.753181","1689.000000","10000"
"1005","805.991","10.758226","281.758906","9993"
"1221","1021.991","9.532055","316.548644","-10"
"588","389.005","69.301449","876.000000","9986"
"2007","1807.991","8.185169","480.873488","9970"
"1693","1493.991","15.428445","748.991731","9983"
"1699","1499.991","6.566766","320.071572","-18"
"6785","6585.991","0.511175","109.394956","9983"
"3130","2930.991","15.413620","1468.000000","9985"
"871","671.998","58.939094","1287.000000","9961"
"4041","3841.991","0.049849","6.223298","-12"
"1559","1359.991","6.775732","299.432616","9925"
"1496","1296.991","3.495294","147.308420","-92"
"2085","1885.991","3.617713","221.707646","-89"
"4419","4219.991","7.284540","998.896794","-14"
"426","227.010","13.181837","97.235997","9990"
"2473","2273.991","6.047952","446.893484","9953"
"2928","2728.991","3.229205","286.354954","9947"
"1132","932.991","263.812316","7997.962265","9894"
